team_id,total_points,batting_points,pitching_points,team,matchup_id,game_id,rp_points,sp_points,weight,adj_pts,adj_batting_pts,adj_pitching_pts,adj_sp_pts,adj_rp_pts,team_id_opp,total_points_opp,batting_points_opp,pitching_points_opp,team_opp,rp_points_opp,sp_points_opp,adj_pts_opp,adj_batting_pts_opp,adj_pitching_pts_opp,adj_sp_pts_opp,adj_rp_pts_opp,overall_rank,batting_rank,pitching_rank
12,390.5,200,190.5,Blasphemous Hot Takes,4,24,31.5,159,1,390.5,200,190.5,159,31.5,9,355,210.5,144.5,Guts. Glory. JRam.,31.5,113,355,210.5,144.5,113,31.5,2,8,1
8,360,216,144,Mt. Everest Taquito Farmers,5,25,13,131,1,360,216,144,131,13,4,344,190.5,153.5,All That is Wright,17.5,136,344,190.5,153.5,136,17.5,1,2,5
1,320,210.5,109.5,The Talmudic Tunnelers,5,26,27.5,82,1,320,210.5,109.5,82,27.5,11,265.5,151,114.5,The West Bank Occupiers,24,90.5,265.5,151,114.5,90.5,24,6,3,11
7,268.5,158.5,110,At Witt's End,5,27,-9,119,1,268.5,158.5,110,119,-9,5,331.5,151.5,180,The Traveling Secretaries,21.5,158.5,331.5,151.5,180,158.5,21.5,11,10,10
14,289.5,181.5,108,Burnes Notice,5,28,26,82,1,289.5,181.5,108,82,26,2,355,232.5,122.5,Sac Fly by the Rook,28.5,94,355,232.5,122.5,94,28.5,10,6,12
13,308,173,135,Ketel Bells,5,29,19,116,1,308,173,135,116,19,12,314.5,169,145.5,Blasphemous Hot Takes,50.5,95,314.5,169,145.5,95,50.5,8,7,7
6,345.5,187.5,158,The Novaks,5,30,31.5,126.5,1,345.5,187.5,158,126.5,31.5,9,301,161,140,Guts. Glory. JRam.,3.5,136.5,301,161,140,136.5,3.5,3,5,2
4,362.5,227.5,135,All That is Wright,6,31,33,102,1,362.5,227.5,135,102,33,11,368.5,268.5,100,The West Bank Occupiers,31.5,68.5,368.5,268.5,100,68.5,31.5,4,3,7
5,369.5,218.5,151,The Traveling Secretaries,6,32,46,105,1,369.5,218.5,151,105,46,8,314,156.5,157.5,Mt. Everest Taquito Farmers,26,131.5,314,156.5,157.5,131.5,26,2,6,4
2,257.5,195,62.5,Sac Fly by the Rook,6,33,20,42.5,1,257.5,195,62.5,42.5,20,1,371.5,206,165.5,The Talmudic Tunnelers,20,145.5,371.5,206,165.5,145.5,20,12,9,12
12,301,158,143,Blasphemous Hot Takes,6,34,28,115,1,301,158,143,115,28,7,313,223,90,At Witt's End,13,77,313,223,90,77,13,10,11,5
9,328,242,86,Guts. Glory. JRam.,6,35,7.5,78.5,1,328,242,86,78.5,7.5,14,357.5,192,165.5,Burnes Notice,26,139.5,357.5,192,165.5,139.5,26,7,2,11
6,296.5,206,90.5,The Novaks,6,36,31.5,59,1,296.5,206,90.5,59,31.5,13,354.5,219,135.5,Ketel Bells,5,130.5,354.5,219,135.5,130.5,5,11,7.5,9
5,313.5,220.5,93,The Traveling Secretaries,7,37,7,86,1,313.5,220.5,93,86,7,4,324,197.5,126.5,All That is Wright,22,104.5,324,197.5,126.5,104.5,22,9,2,12
11,360.5,216,144.5,The West Bank Occupiers,7,38,29.5,115,1,360.5,216,144.5,115,29.5,2,343.5,211,132.5,Sac Fly by the Rook,20,112.5,343.5,211,132.5,112.5,20,2,3,4
8,270.5,141,129.5,Mt. Everest Taquito Farmers,7,39,22,107.5,1,270.5,141,129.5,107.5,22,12,347,208,139,Blasphemous Hot Takes,20,119,347,208,139,119,20,12,12,8
1,348,214,134,The Talmudic Tunnelers,7,40,21,113,1,348,214,134,113,21,9,317.5,147.5,170,Guts. Glory. JRam.,34.5,135.5,317.5,147.5,170,135.5,34.5,3,4,6
7,304.5,202.5,102,At Witt's End,7,41,-4,106,1,304.5,202.5,102,106,-4,6,290.5,188.5,102,The Novaks,14.5,87.5,290.5,188.5,102,87.5,14.5,10,7,10.5
14,427.5,253,174.5,Burnes Notice,7,42,35.5,139,1,427.5,253,174.5,139,35.5,13,335.5,185.5,150,Ketel Bells,14,136,335.5,185.5,150,136,14,1,1,1
4,26,26,NA,All That is Wright,8,43,NA,NA,NA,NA,NA,NA,NA,NA,2,51.5,32,19.5,Sac Fly by the Rook,0,19.5,NA,NA,NA,NA,NA,10,9,11
12,38.5,8,30.5,Blasphemous Hot Takes,8,44,6.5,24,NA,NA,NA,NA,NA,NA,5,5,31.5,-26.5,The Traveling Secretaries,0,-26.5,NA,NA,NA,NA,NA,9,12,2
9,54.5,28.5,26,Guts. Glory. JRam.,8,45,3.5,22.5,NA,NA,NA,NA,NA,NA,11,51.5,35,16.5,The West Bank Occupiers,6.5,10,NA,NA,NA,NA,NA,3,6,3
6,25.5,25.5,NA,The Novaks,8,46,NA,NA,NA,NA,NA,NA,NA,NA,8,56.5,36,20.5,Mt. Everest Taquito Farmers,4.5,16,NA,NA,NA,NA,NA,11,10,12
13,52.5,27,25.5,Ketel Bells,8,47,6,19.5,NA,NA,NA,NA,NA,NA,1,41.5,33.5,8,The Talmudic Tunnelers,2,6,NA,NA,NA,NA,NA,4,7.5,4
14,58,27,31,Burnes Notice,8,48,-6.5,37.5,NA,NA,NA,NA,NA,NA,7,41.5,21,20.5,At Witt's End,0,20.5,NA,NA,NA,NA,NA,1,7.5,1
12,NA,NA,NA,Blasphemous Hot Takes,9,49,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
2,NA,NA,NA,Sac Fly by the Rook,9,50,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,Guts. Glory. JRam.,NA,NA,NA,NA,NA,NA,NA,2,2,2
5,NA,NA,NA,The Traveling Secretaries,9,51,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,3,3,3
11,NA,NA,NA,The West Bank Occupiers,9,52,NA,NA,1,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,4,4,4
8,NA,NA,NA,Mt. Everest Taquito Farmers,9,53,NA,NA,1,NA,NA,NA,NA,NA,14,NA,NA,NA,Burnes Notice,NA,NA,NA,NA,NA,NA,NA,5,5,5
1,NA,NA,NA,The Talmudic Tunnelers,9,54,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,At Witt's End,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,10,55,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,Guts. Glory. JRam.,NA,NA,NA,NA,NA,NA,NA,1,1,1
6,NA,NA,NA,The Novaks,10,56,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,2,2,2
13,NA,NA,NA,Ketel Bells,10,57,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,Sac Fly by the Rook,NA,NA,NA,NA,NA,NA,NA,3,3,3
14,NA,NA,NA,Burnes Notice,10,58,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,4,4,4
7,NA,NA,NA,At Witt's End,10,59,NA,NA,1,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,5,5,5
1,NA,NA,NA,The Talmudic Tunnelers,10,60,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,6,6,6
6,NA,NA,NA,The Novaks,11,61,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
9,NA,NA,NA,Guts. Glory. JRam.,11,62,NA,NA,1,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,2,2,2
12,NA,NA,NA,Blasphemous Hot Takes,11,63,NA,NA,1,NA,NA,NA,NA,NA,14,NA,NA,NA,Burnes Notice,NA,NA,NA,NA,NA,NA,NA,3,3,3
2,NA,NA,NA,Sac Fly by the Rook,11,64,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,At Witt's End,NA,NA,NA,NA,NA,NA,NA,4,4,4
5,NA,NA,NA,The Traveling Secretaries,11,65,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,5,5,5
11,NA,NA,NA,The West Bank Occupiers,11,66,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,12,67,NA,NA,1,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,1,1,1
14,NA,NA,NA,Burnes Notice,12,68,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,2,2,2
7,NA,NA,NA,At Witt's End,12,69,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,Guts. Glory. JRam.,NA,NA,NA,NA,NA,NA,NA,3,3,3
1,NA,NA,NA,The Talmudic Tunnelers,12,70,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,4,4,4
8,NA,NA,NA,Mt. Everest Taquito Farmers,12,71,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,Sac Fly by the Rook,NA,NA,NA,NA,NA,NA,NA,5,5,5
11,NA,NA,NA,The West Bank Occupiers,12,72,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,6,6,6
14,NA,NA,NA,Burnes Notice,13,73,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
13,NA,NA,NA,Ketel Bells,13,74,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,At Witt's End,NA,NA,NA,NA,NA,NA,NA,2,2,2
6,NA,NA,NA,The Novaks,13,75,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,3,3,3
9,NA,NA,NA,Guts. Glory. JRam.,13,76,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,4,4,4
12,NA,NA,NA,Blasphemous Hot Takes,13,77,NA,NA,1,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,5,5,5
2,NA,NA,NA,Sac Fly by the Rook,13,78,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,14,79,NA,NA,1.4285714285714286,NA,NA,NA,NA,NA,7,NA,NA,NA,At Witt's End,NA,NA,NA,NA,NA,NA,NA,1,1,1
1,NA,NA,NA,The Talmudic Tunnelers,14,80,NA,NA,1.4285714285714286,NA,NA,NA,NA,NA,14,NA,NA,NA,Burnes Notice,NA,NA,NA,NA,NA,NA,NA,2,2,2
8,NA,NA,NA,Mt. Everest Taquito Farmers,14,81,NA,NA,1.4285714285714286,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,3,3,3
11,NA,NA,NA,The West Bank Occupiers,14,82,NA,NA,1.4285714285714286,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,4,4,4
5,NA,NA,NA,The Traveling Secretaries,14,83,NA,NA,1.4285714285714286,NA,NA,NA,NA,NA,9,NA,NA,NA,Guts. Glory. JRam.,NA,NA,NA,NA,NA,NA,NA,5,5,5
2,NA,NA,NA,Sac Fly by the Rook,14,84,NA,NA,1.4285714285714286,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,6,6,6
1,NA,NA,NA,The Talmudic Tunnelers,15,85,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
7,NA,NA,NA,At Witt's End,15,86,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,2,2,2
14,NA,NA,NA,Burnes Notice,15,87,NA,NA,1,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,3,3,3
13,NA,NA,NA,Ketel Bells,15,88,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,4,4,4
6,NA,NA,NA,The Novaks,15,89,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,Sac Fly by the Rook,NA,NA,NA,NA,NA,NA,NA,5,5,5
9,NA,NA,NA,Guts. Glory. JRam.,15,90,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,16,91,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,1,1,1
11,NA,NA,NA,The West Bank Occupiers,16,92,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,2,2,2
5,NA,NA,NA,The Traveling Secretaries,16,93,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,At Witt's End,NA,NA,NA,NA,NA,NA,NA,3,3,3
2,NA,NA,NA,Sac Fly by the Rook,16,94,NA,NA,1,NA,NA,NA,NA,NA,14,NA,NA,NA,Burnes Notice,NA,NA,NA,NA,NA,NA,NA,4,4,4
12,NA,NA,NA,Blasphemous Hot Takes,16,95,NA,NA,1,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,5,5,5
9,NA,NA,NA,Guts. Glory. JRam.,16,96,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,6,6,6
11,NA,NA,NA,The West Bank Occupiers,17,97,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
8,NA,NA,NA,Mt. Everest Taquito Farmers,17,98,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,2,2,2
1,NA,NA,NA,The Talmudic Tunnelers,17,99,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,Sac Fly by the Rook,NA,NA,NA,NA,NA,NA,NA,3,3,3
7,NA,NA,NA,At Witt's End,17,100,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,4,4,4
14,NA,NA,NA,Burnes Notice,17,101,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,Guts. Glory. JRam.,NA,NA,NA,NA,NA,NA,NA,5,5,5
13,NA,NA,NA,Ketel Bells,17,102,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,18,103,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,1,1,1
2,NA,NA,NA,Sac Fly by the Rook,18,104,NA,NA,1,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,2,2,2
12,NA,NA,NA,Blasphemous Hot Takes,18,105,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,3,3,3
9,NA,NA,NA,Guts. Glory. JRam.,18,106,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,4,4,4
6,NA,NA,NA,The Novaks,18,107,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,At Witt's End,NA,NA,NA,NA,NA,NA,NA,5,5,5
13,NA,NA,NA,Ketel Bells,18,108,NA,NA,1,NA,NA,NA,NA,NA,14,NA,NA,NA,Burnes Notice,NA,NA,NA,NA,NA,NA,NA,6,6,6
2,NA,NA,NA,Sac Fly by the Rook,19,109,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
5,NA,NA,NA,The Traveling Secretaries,19,110,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,2,2,2
11,NA,NA,NA,The West Bank Occupiers,19,111,NA,NA,1,NA,NA,NA,NA,NA,9,NA,NA,NA,Guts. Glory. JRam.,NA,NA,NA,NA,NA,NA,NA,3,3,3
8,NA,NA,NA,Mt. Everest Taquito Farmers,19,112,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,4,4,4
1,NA,NA,NA,The Talmudic Tunnelers,19,113,NA,NA,1,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,5,5,5
7,NA,NA,NA,At Witt's End,19,114,NA,NA,1,NA,NA,NA,NA,NA,14,NA,NA,NA,Burnes Notice,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,NA,NA,NA,All That is Wright,20,115,NA,NA,1,NA,NA,NA,NA,NA,12,NA,NA,NA,Blasphemous Hot Takes,NA,NA,NA,NA,NA,NA,NA,1,1,1
9,NA,NA,NA,Guts. Glory. JRam.,20,116,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,Sac Fly by the Rook,NA,NA,NA,NA,NA,NA,NA,2,2,2
6,NA,NA,NA,The Novaks,20,117,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,The Traveling Secretaries,NA,NA,NA,NA,NA,NA,NA,3,3,3
13,NA,NA,NA,Ketel Bells,20,118,NA,NA,1,NA,NA,NA,NA,NA,11,NA,NA,NA,The West Bank Occupiers,NA,NA,NA,NA,NA,NA,NA,4,4,4
14,NA,NA,NA,Burnes Notice,20,119,NA,NA,1,NA,NA,NA,NA,NA,8,NA,NA,NA,Mt. Everest Taquito Farmers,NA,NA,NA,NA,NA,NA,NA,5,5,5
7,NA,NA,NA,At Witt's End,20,120,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,6,6,6
9,NA,NA,NA,Guts. Glory. JRam.,21,121,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,All That is Wright,NA,NA,NA,NA,NA,NA,NA,1,1,1
12,NA,NA,NA,Blasphemous Hot Takes,21,122,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA,NA,The Novaks,NA,NA,NA,NA,NA,NA,NA,2,2,2
2,NA,NA,NA,Sac Fly by the Rook,21,123,NA,NA,1,NA,NA,NA,NA,NA,13,NA,NA,NA,Ketel Bells,NA,NA,NA,NA,NA,NA,NA,3,3,3
5,NA,NA,NA,The Traveling Secretaries,21,124,NA,NA,1,NA,NA,NA,NA,NA,14,NA,NA,NA,Burnes Notice,NA,NA,NA,NA,NA,NA,NA,4,4,4
11,NA,NA,NA,The West Bank Occupiers,21,125,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,NA,At Witt's End,NA,NA,NA,NA,NA,NA,NA,5,5,5
8,NA,NA,NA,Mt. Everest Taquito Farmers,21,126,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,The Talmudic Tunnelers,NA,NA,NA,NA,NA,NA,NA,6,6,6
4,228.5,120,108.5,All That is Wright,1,1,20.5,88,0.5714285714285714,399.875,210,189.875,154,35.875,13,244.5,150,94.5,Ketel Bells,30,64.5,427.875,262.5,165.375,112.875,52.5,4,7,1
14,244.5,143,101.5,Burnes Notice,1,2,28.5,73,0.5714285714285714,427.875,250.25,177.625,127.75,49.875,6,136.5,72.5,64,The Novaks,22.5,41.5,238.875,126.875,112,72.625,39.375,2.5,3,2
7,191,94.5,96.5,At Witt's End,1,3,30.5,66,0.5714285714285714,334.25,165.375,168.875,115.5,53.375,9,147.5,87.5,60,Guts. Glory. JRam.,1,59,258.125,153.125,105,103.25,1.75,6,8,4
1,174,123,51,The Talmudic Tunnelers,1,4,3,48,0.5714285714285714,304.5,215.25,89.25,84,5.25,12,261,170,91,Blasphemous Hot Takes,33,58,456.75,297.5,159.25,101.5,57.75,8,5,11
8,181,81,100,Mt. Everest Taquito Farmers,1,5,15,85,0.5714285714285714,316.75,141.75,175,148.75,26.25,2,195,127.5,67.5,Sac Fly by the Rook,14,53.5,341.25,223.125,118.125,93.625,24.5,7,11,3
11,152,82,70,The West Bank Occupiers,1,6,20,50,0.5714285714285714,266,143.5,122.5,87.5,35,5,169.5,120.5,49,The Traveling Secretaries,10.5,38.5,296.625,210.875,85.75,67.375,18.375,10,10,7
14,345,200.5,144.5,Burnes Notice,2,7,45,99.5,1,345,200.5,144.5,99.5,45,4,366,209,157,All That is Wright,30,127,366,209,157,127,30,4,6,5
13,353,224.5,128.5,Ketel Bells,2,8,15,113.5,1,353,224.5,128.5,113.5,15,7,289,176.5,112.5,At Witt's End,21,91.5,289,176.5,112.5,91.5,21,3,2,7
6,340.5,184.5,156,The Novaks,2,9,28,128,1,340.5,184.5,156,128,28,1,465.5,263.5,202,The Talmudic Tunnelers,33,169,465.5,263.5,202,169,33,5,9,4
9,336,210,126,Guts. Glory. JRam.,2,10,23.5,102.5,1,336,210,126,102.5,23.5,8,302.5,214.5,88,Mt. Everest Taquito Farmers,19,69,302.5,214.5,88,69,19,8,4,8
12,339.5,195.5,144,Blasphemous Hot Takes,2,11,29,115,1,339.5,195.5,144,115,29,11,229.5,180.5,49,The West Bank Occupiers,25.5,23.5,229.5,180.5,49,23.5,25.5,7,7.5,6
